4119, "ESPN  (4119)"
4120, "ESPN2  (4120)"
4121, "EWTN  (4121)"
4123, "Hallmark Channel (East)  (4123)"
4124, "Discovery Life  (4124)"
4125, "FX (East)  (4125)"
4126, "FX (West)  (4126)"
4128, "History (East)  (4128)"
4129, "HGTV (East)  (4129)"
4130, "HSN  (4130)"
4132, "Colorado Public Television  (4132)"
4133, "KCEC Univision 50  (4133)"
4134, "KCNC CBS  (4134)"
4135, "KDVR FOX  (4135)"
4136, "KMGH ABC  (4136)"
4137, "KRMA PBS  (4137)"
4138, "KRMT Daystar Television  (4138)"
4139, "KTVD MeTV  (4139)"
4140, "KTFD Unimas 14  (4140)"
4141, "KPXC ION (4141)"
4142, "KUSA NBC  (4142)"
4143, "KWGN CW  (4143)"
4144, "KETD Estrella TV  (4144)"
4146, "Lifetime (East)  (4146)"
4147, "Local Access Programming  (4147)"
4150, "MSNBC  (4150)"
4151, "MTV (East)  (4151)"
4156, "Nickelodeon (East)  (4156)"
4160, "Pop  (4160)"
4163, "Esquire Network (East)  (4163)"
4164, "QVC  (4164)"
4166, "Syfy (East)  (4166)"
4178, "Discovery Channel (East)  (4178)"
4179, "Freeform (East)  (4179)"
4180, "Freeform (West)  (4180)"
4181, "TLC (East)  (4181)"
4182, "Parmount Network (East)  (4182)"
4183, "USA Network (East)  (4183)"
4184, "Weather Channel  (4184)"
4185, "TNT (East)  (4185)"
4186, "Food Network (East)  (4186)"
4187, "VH1 East  (4187)"
4195, "TBS (East)  (4195)"
4202, "Univision Network (East)  (4202)"
4203, "Fox News Channel  (4203)"
4233, "USA Network (West)  (4233)"
4234, "Lifetime (West)  (4234)"
4236, "Discovery Channel (West)  (4236)"
4241, "Travel Channel (East)  (4241)"
4244, "VH1 West (4244)"
4245, "MTV (West)  (4245)"
4246, "Nickelodeon (West) (4246)"
4250, "Galavision (East)  (4250)"
4251, "Galavision (West)  (4251)"
4258, "Fox Deportes en Espanol (U.S.)  (4258)"
4286, "TCM  (4286)"
4294, "KATU  (4294)"
4296, "KOIN  (4296)"
4298, "KGW  (4298)"
4302, "KPTV  (4302)"
4307, "Starz in Black (East)  (4307)"
4325, "ATnT Sports Net  (4325)"
4329, "Comedy Central (West)  (4329)"
4358, "ESPN Classic  (4358)"
4371, "TNT (West)  (4371)"
4460, "GSN (East)  (4460)"
4485, "MTV2 (East)  (4485)"
4545, "Sundance (East)  (4545)"
4553, "TBN  (4553)"
4557, "TV Land (East)  (4557)"
4638, "Fox Sports Arizona"
4680, "KSL NBC  (4680)"
4686, "KTTZ PBS  (4686)"
4688, "KPDX  (4688)"
4694, "KUCW  (4694)"
4702, "NBC Sports Network  (4702)"
4719, "Golf Channel  (4719)"
4730, "WGN America  (4730)"
4787, "KASA Telemundo  (4787)"
4790, "KASY MyTV  (4790)"
4818, "KBYU  (4818)"
4829, "KCHF  (4829)"
4876, "KENW PBS  (4876)"
4918, "KFXO FOX  (4918)"
4932, "KGWN CBS (4932)"
4980, "KJTV FOX  (4980)"
4983, "KJZZ  (4983)"
4985, "KKTV CBS  (4985)"
4988, "KLAS MeTV  (4988)"
4991, "KLBK CBS  (4991)"
5014, "KLUZ Univision 42  (5014)"
5015, "KLVX PBS  (5015)"
5023, "KMID ABC  (5023)"
5068, "KOAA NBC  (5068)"
5071, "KOAT ABC  (5071)"
5072, "KOBR NBC  (5072)"
5081, "KPBT PBS  (5081)"
50854, "Fox Life  (50854)"
5094, "KUPX ION  (5094)"
5097, "KOSA CBS (5097)"
5110, "KPEJ FOX  (5110)"
5128, "KRDO  (5128)"
5140, "KRQE CBS  (5140)"
5144, "KRWG PBS  (5144)"
5179, "KSTU FOX  (5179)"
5209, "KTNV ABC  (5209)"
5216, "KTSC PBS  (5216)"
5237, "KTVX ABC  (5237)"
5238, "KTVZ NBC  (5238)"
5246, "KUED PBS  (5246)"
5249, "KUEN  (5249)"
5254, "KMYL My Lubbock TV  (5254)"
5262, "KUTV CBS  (5262)"
5266, "KSNV NBC  (5266)"
5271, "Telemundo Network (East) (5271)"
5284, "Fox Sports Dallas (5284)"
5286, "EVINE Live  (5286)"
5390, "KWES NBC  (5390)"
5417, "KXRM  (5417)"
5419, "KXTQ Telemundo 46  (5419)"
63003, "Discovery Channel en Espanol  (63003)"
64373, "World Fishing Network HDTV  (64373)"
6445, "C-TV Public Access  (6445)"
6482, "KDEN Telemundo 25  (6482)"
65003, "HBO Family (East)  (65003)"
6620, "KMLM GLC  (6620)"
6740, "KCSG  (6740)"
6861, "Showtime Extreme (West)  (6861)"
6884, "Disney XD (East)  (6884)"
6910, "Jewelry Television  (6910)"
7204, "Univision Network (Pacific)  (7204)"
7316, "Inspirational Network  (7316)"
7449, "Ad Channel  (7449)"
7504, "BangUD  (7504)"
7544, "KBYU Brigham Young University TV  (7544)"
7561, "KAMC ABC  (7561)"
7578, "KVIA ABC  (7578)"
7591, "KVVU FOX  (7591)"
7594, "UniMas (Mountain)  (7594)"
7641, "CNN en Espanol (USA)  (7641)"
7699, "Disney XD (West)  (7699)"
8282, "FYI (8282)"
8285, "Viceland  (8285)"
8309, "Community Channel  (8309)"
8317, "WNYT MeTV  (8317)"
8323, "KPXG  (8323)"
8355, "City Channel  (8355)"
8445, "Outdoor Channel East  (8445)"
8499, "Oxygen East  (8499)"
8507, "Oxygen West  (8507)"
8675, "DIY Network (East)  (8675)"
8699, "ESPN News  (8699)"
8702, "Local  (8702)"
8777, "Sorpresa  (8777)"
8787, "Paramount Network (West)  (8787)"
8820, "Cartoon Network (West)  (8820)"
8846, "LMN (East)  (8846)"
8863, "AnE Network (West)  (8863)"
8870, "History (West)  (8870)"
9059, "CMT (West)  (9059)"
9119, "Boomerang (9119)"
9201, "Fuse (East)  (9201)"
9236, "Nick Jr  (9236)"
9237, "TeenNick  (9237)"
9266, "TLC (West)  (9266)"
9294, "KWBQ CW  (9294)"
9343, "Hallmark Channel (West)  (9343)"
9443, "KXTU CW (9443)"
9472, "CSPAN3  (9472)"
9544, "TV Games Network  (9544)"
9550, "Disney Jr  (9550)"
9648, "AMC (West)  (9648)"
9650, "Bravo (West)  (9650)"
9765, "KCBD NBC  (9765)"
9768, "Showtime Showcase (East)  (9768)"
9769, "Showtime Showcase (West)  (9769)"
9770, "HBO Family (West)  (9770)"
9779, "BET (West)  (9779)"
9812, "YouToo America  (9812)"
9932, "truTV (West)  (9932)"
9938, "Syfy (West)  (9938)"
9978, "KBIM CBS (9978)"
9998, "NASA Television  (9998)"
5133, "KREZ  (5133)"
26302, "KOBF  (26302)"
25864, "KUSA True Crime  (25864)"
28699, "KUSA QUEST  (28699)"
13750, "KTVD HDTV  (13750)"
24976, "KQCK Christian Television Network  (24976)"
25518, "SEC Network  (25518)"
28203, "KDVR TBD  (28203)"
28555, "KTFD LATV  (28555)"
28632, "KVCW This TV  (28632)"
28207, "KVUU Escape TV  (28207)"
15205, "KVVU Bounce TV  (15205)"
28589, "KSNV Stadium  (28589)"
28781, "KCSG MeTV  (28781)"
28325, "KCSG MeTV HDTV  (28325)"
27312, "NJZZ Comet  (27312)"
26302, "KOBF  (26302)"
13390, "KRMJ  (13390)"
5133, "KREZ  (5133)"
13010, "HBO Comedy (West)  (13010)"
13002, "HBO Zone (West)  (13002)"
10558, "Five Star Max  (10558)"
10958, "LOGO (East)  (10958)"
28362, "KRDO Heroes and Icons  (28362)"
28173, "KOSA Telemundo 20  (28173)"
27239, "KRTN MeTV  (27239)"
26949, "KOAT True Crime  (26949)"
28699, "KUSA QUEST  (28699)"
28555, "KTFD LATV  (28555)"
25864, "KUSA True Crime  (25864)"
28203, "KDVR TBD  (28203)"
17460, "KBNZ HDTV  (17460)"
16584, "KFXO HDTV  (16584)"
27595, "KATU Stadium  (27595)"
27302, "KPDX Grit TV  (27302)"
27301, "KPDX Bounce  (27301)"
27166, "OPB PBS Kids  (27166)"
26833, "Central Oregon Channel 4  (26833)"
26832, "Oregon Department of Transportation Channel  (26832)"
26630, "KOIN Decades  (26630)"
26479, "WGN America HDTV (West)  (26479)"
26478, "WGN America (West)  (26478)"
26405, "KPTV Laff  (26405)"
26404, "KPDX Escape  (26404)"
26123, "KPTV Cozi TV  (26123)"
25888, "KUNP Charge TV  (25888)"
25506, "KATU Comet TV  (25506)"
24904, "FXX HDTV (West)  (24904)"
24457, "KUNP TBD  (24457)"
24237, "Outside Television (National)  (24237)"
24079, "History HDTV (West)  (24079)"
23468, "National Geographic HDTV (West)  (23468)"
19993, "The True Crime  (19993)"
19862, "OWN (West)  (19862)"
18605, "OPB Radio  (18605)"
18012, "Disney XD HDTV (West)  (18012)"
17897, "KATU MeTV  (17897)"
17739, "KQRE Telemundo 19  (17739)"
17705, "KTVZ CW Plus  (17705)"
17553, "IFC (West)  (17553)"
16280, "NHL Network  (16280)"
16279, "NHL Network HDTV (16279)"
15406, "KPCB GLC  (15406)"
15302, "KPTF GLC  (15302)"
28844, "KOSA ION  (28844)"
28845, "KOSA ION HD  (28845)"
19104, "KSNV Charge TV  (19104)"
19215, "BBC America (West)  (19215)"
26039, "Nicktoons Network (West)  (26039)"
26040, "TeenNick (West)  (26040)"
18456, "CSN HD  (18456)"
25007, "STARZ Edge HD (West)  (25007)"
16956, "Showtime 2 HDTV (West)  (16956)"
26722, "STARZ Comedy HD (West)  (26722)"
26724, "STARZ Kids & Family HD (West)  (26724)"
16490, "TMC HDTV (West)  (16490)"
16279, "NHL Network HDTV  (16279)"
24086, "TLC HD West  (24086)"
8366, "ODOT Trip Check  (8366)"
8498, "Telemundo  (8498)"
4741, "CW Plus (West)  (4741)"
16280, "NHL Network  (16280)"
24080, "Animal Planet HDTV (West)  (24080)"
10485, "Showtime Family (West)  (10485)"
28605, "Educational Programming HDTV  (28605)"
27311, "QJZZ Charge TV  (27311)"
29903, "CNN International HDTV  (29903)"
29909, "Game HD-US  (29909)"
17189, "KSUN"
17188, "Kids-4"
14904, "WMTV Weather Nation"
26979, "WMTV CW"
25902, "NewsMax HDTV"
18685, "Fox Sports Wisconsin HDTV"
25665, "Fox Sports Wisconsin Plus HDTV"
29933, "CNBC World"
28759, "KLBK Court TV"
29909, "GAME+ HDTV"
28915, "KCBD Court TV Mystery"
28605, "Education HDTV"
27311, "KJZZ Charge!"
26724, "Starz Kids & Family HD (West)"
26722, "Starz Comedy HD (West)"
26666, "IFC HDTV (West)"
26202, "KCBD Grit TV"
26040, "TeenNick (West)"
26039, "NickToons Network (West)"
25327, "BBC America HDTV (West)"
25007, "Starz Edge HD (West)"
24539, "AMC HDTV (West)"
24516, "Nick Jr (West)"
24086, "TLC HDTV (West)"
24080, "Animal Planet HDTV (West)"
19215, "BBC America (West)"
18144, "WE HDTV (West)"
16956, "Showtime 2 HDTV (West)"
16555, "MTV Classic (West)"
16490, "TMC HDTV (West)"
10485, "Showtime FamilyZone (West)"
8498, "Telemundo Network (West)"
4741, "CW Plus (West)"
8366, "ODOT Trip Check"
18456, "NBC Sports Northwest HDTV"
30260, "KCNC DABL"
28963, "KAMC CBN"
28962, "KAMC Bounce"
29242, "SHOxBET (West)"
29240, "SHOxBET (East)"
18654, "KREZ HDTV CBS"
